doc_id,cip4,degree_level,cip_title,median_earnings_4yr_nat,text
1103_Undergraduate_Certificate_or_Diploma,1103,Undergraduate Certificate or Diploma,Data Processing.,46061.0,"CIP family (cip4): 1103
Field of study: Data Processing.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $46,061

Related occupations with OEWS wages (top 10 by employment):
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380"
1104_Associates_Degree,1104,Associate's Degree,Information Science/Studies.,56799.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $56,799

Related occupations with OEWS wages (top 10 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440"
1104_Bachelors_Degree,1104,Bachelor's Degree,Information Science/Studies.,85294.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $85,294

Related occupations with OEWS wages (top 10 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440"
1104_Doctoral_Degree,1104,Doctoral Degree,Information Science/Studies.,126925.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: Doctoral Degree
Median earnings (4 years after completion, national): $126,925

Related occupations with OEWS wages (top 10 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440"
1104_First_Professional_Degree,1104,First Professional Degree,Information Science/Studies.,208216.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: First Professional Degree
Median earnings (4 years after completion, national): $208,216

Related occupations with OEWS wages (top 7 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 11-3021 Computer and Information Systems Managers | median wage $171,200 | employment 645,970
- 15-1299 Computer Occupations, All Other | median wage $108,970 | employment 439,380
- 15-1255 Web and Digital Interface Designers | median wage $98,090 | employment 111,400
- 15-1243 Database Architects | median wage $135,980 | employment 64,770
- 15-1221 Computer and Information Research Scientists | median wage $140,910 | employment 38,480
- 25-1021 Computer Science Teachers, Postsecondary | median wage $96,690 | employment 36,240"
1104_Graduate/Professional_Certificate,1104,Graduate/Professional Certificate,Information Science/Studies.,74146.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: Graduate/Professional Certificate
Median earnings (4 years after completion, national): $74,146

Related occupations with OEWS wages (top 10 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440"
1104_Masters_Degree,1104,Master's Degree,Information Science/Studies.,112705.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $112,705

Related occupations with OEWS wages (top 10 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440"
1104_Post-baccalaureate_Certificate,1104,Post-baccalaureate Certificate,Information Science/Studies.,125864.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: Post-baccalaureate Certificate
Median earnings (4 years after completion, national): $125,864

Related occupations with OEWS wages (top 10 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440"
1104_Undergraduate_Certificate_or_Diploma,1104,Undergraduate Certificate or Diploma,Information Science/Studies.,58325.0,"CIP family (cip4): 1104
Field of study: Information Science/Studies.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $58,325

Related occupations with OEWS wages (top 10 by employment):
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440
- 15-1252 Software Developers | median wage $133,080 | employment 1,654,440"
1105_Associates_Degree,1105,Associate's Degree,Computer Systems Analysis.,59167.0,"CIP family (cip4): 1105
Field of study: Computer Systems Analysis.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $59,167

Related occupations with OEWS wages (top 10 by employment):
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800"
1105_Bachelors_Degree,1105,Bachelor's Degree,Computer Systems Analysis.,78929.0,"CIP family (cip4): 1105
Field of study: Computer Systems Analysis.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $78,929

Related occupations with OEWS wages (top 10 by employment):
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800
- 15-1211 Computer Systems Analysts | median wage $103,790 | employment 497,800"
